names,labels,name,label
00000008.png,1,train/King/00000008.png,1
00000012.jpg,1,train/King/00000012.jpg,1
00000013.png,1,train/King/00000013.png,1
00000014.jpg,1,train/King/00000014.jpg,1
00000015.jpg,1,train/King/00000015.jpg,1
00000019.jpg,1,train/King/00000019.jpg,1
00000021.jpg,1,train/King/00000021.jpg,1
00000022.jpg,1,train/King/00000022.jpg,1
00000023.png,1,train/King/00000023.png,1
00000025.jpg,1,train/King/00000025.jpg,1
00000027.png,1,train/King/00000027.png,1
00000030.jpg,1,train/King/00000030.jpg,1
00000031.jpg,1,train/King/00000031.jpg,1
00000032.jpg,1,train/King/00000032.jpg,1
00000035.png,1,train/King/00000035.png,1
00000036.jpg,1,train/King/00000036.jpg,1
00000037.jpg,1,train/King/00000037.jpg,1
00000042.jpg,1,train/King/00000042.jpg,1
00000043.jpg,1,train/King/00000043.jpg,1
00000044.jpg,1,train/King/00000044.jpg,1
00000045.jpg,1,train/King/00000045.jpg,1
00000049.png,1,train/King/00000049.png,1
00000051.png,1,train/King/00000051.png,1
00000054.jpg,1,train/King/00000054.jpg,1
00000056.jpg,1,train/King/00000056.jpg,1
00000058.jpg,1,train/King/00000058.jpg,1
00000060.jpg,1,train/King/00000060.jpg,1
00000061.jpg,1,train/King/00000061.jpg,1
00000062.jpg,1,train/King/00000062.jpg,1
00000063.jpeg,1,train/King/00000063.jpeg,1
00000065.jpg,1,train/King/00000065.jpg,1
00000069.jpg,1,train/King/00000069.jpg,1
00000071.jpg,1,train/King/00000071.jpg,1
00000072.jpg,1,train/King/00000072.jpg,1
00000075.jpg,1,train/King/00000075.jpg,1
00000084.jpg,1,train/King/00000084.jpg,1
00000086.jpg,1,train/King/00000086.jpg,1
00000087.jpg,1,train/King/00000087.jpg,1
00000088.jpg,1,train/King/00000088.jpg,1
00000094.jpg,1,train/King/00000094.jpg,1
00000096.jpg,1,train/King/00000096.jpg,1
00000097.jpg,1,train/King/00000097.jpg,1
00000102.jpg,1,train/King/00000102.jpg,1
00000104.png,1,train/King/00000104.png,1
00000106.jpg,1,train/King/00000106.jpg,1
00000108.jpg,1,train/King/00000108.jpg,1
00000113.png,1,train/King/00000113.png,1
00000121.jpg,1,train/King/00000121.jpg,1
00000124.jpg,1,train/King/00000124.jpg,1
00000126.jpg,1,train/King/00000126.jpg,1
00000127.jpg,1,train/King/00000127.jpg,1
00000128.jpg,1,train/King/00000128.jpg,1
00000134.jpg,1,train/King/00000134.jpg,1
00000137.jpg,1,train/King/00000137.jpg,1
00000000.jpg,2,train/Knight/00000000.jpg,2
00000001.jpg,2,train/Knight/00000001.jpg,2
00000002.jpg,2,train/Knight/00000002.jpg,2
00000005.png,2,train/Knight/00000005.png,2
00000006.jpg,2,train/Knight/00000006.jpg,2
00000008.jpg,2,train/Knight/00000008.jpg,2
00000009.jpg,2,train/Knight/00000009.jpg,2
00000010.JPG,2,train/Knight/00000010.JPG,2
00000012.jpg,2,train/Knight/00000012.jpg,2
00000013.jpg,2,train/Knight/00000013.jpg,2
00000017.jpg,2,train/Knight/00000017.jpg,2
00000018.jpg,2,train/Knight/00000018.jpg,2
00000019.jpg,2,train/Knight/00000019.jpg,2
00000021.jpg,2,train/Knight/00000021.jpg,2
00000022.jpg,2,train/Knight/00000022.jpg,2
00000023.jpg,2,train/Knight/00000023.jpg,2
00000024.jpg,2,train/Knight/00000024.jpg,2
00000026.jpg,2,train/Knight/00000026.jpg,2
00000028.jpg,2,train/Knight/00000028.jpg,2
00000029.jpg,2,train/Knight/00000029.jpg,2
00000030.jpg,2,train/Knight/00000030.jpg,2
00000031.png,2,train/Knight/00000031.png,2
00000032.jpg,2,train/Knight/00000032.jpg,2
00000034.JPG,2,train/Knight/00000034.JPG,2
00000036.jpg,2,train/Knight/00000036.jpg,2
00000037.jpg,2,train/Knight/00000037.jpg,2
00000038.jpg,2,train/Knight/00000038.jpg,2
00000039.jpg,2,train/Knight/00000039.jpg,2
00000040.png,2,train/Knight/00000040.png,2
00000041.jpg,2,train/Knight/00000041.jpg,2
00000043.jpg,2,train/Knight/00000043.jpg,2
00000046.jpg,2,train/Knight/00000046.jpg,2
00000047.jpg,2,train/Knight/00000047.jpg,2
00000048.jpg,2,train/Knight/00000048.jpg,2
00000049.jpg,2,train/Knight/00000049.jpg,2
00000050.jpg,2,train/Knight/00000050.jpg,2
00000055.jpg,2,train/Knight/00000055.jpg,2
00000058.png,2,train/Knight/00000058.png,2
00000059.jpg,2,train/Knight/00000059.jpg,2
00000060.jpg,2,train/Knight/00000060.jpg,2
00000064.jpg,2,train/Knight/00000064.jpg,2
00000065.jpg,2,train/Knight/00000065.jpg,2
00000066.jpg,2,train/Knight/00000066.jpg,2
00000067.jpg,2,train/Knight/00000067.jpg,2
00000068.jpg,2,train/Knight/00000068.jpg,2
00000071.jpg,2,train/Knight/00000071.jpg,2
00000074.jpg,2,train/Knight/00000074.jpg,2
00000075.jpg,2,train/Knight/00000075.jpg,2
00000076.jpg,2,train/Knight/00000076.jpg,2
00000078.jpg,2,train/Knight/00000078.jpg,2
00000079.jpg,2,train/Knight/00000079.jpg,2
00000081.jpg,2,train/Knight/00000081.jpg,2
00000085.png,2,train/Knight/00000085.png,2
00000086.jpg,2,train/Knight/00000086.jpg,2
00000088.jpg,2,train/Knight/00000088.jpg,2
00000089.jpg,2,train/Knight/00000089.jpg,2
00000090.jpg,2,train/Knight/00000090.jpg,2
00000092.jpg,2,train/Knight/00000092.jpg,2
00000094.jpg,2,train/Knight/00000094.jpg,2
00000095.jpg,2,train/Knight/00000095.jpg,2
00000097.jpg,2,train/Knight/00000097.jpg,2
00000098.jpg,2,train/Knight/00000098.jpg,2
00000099.jpg,2,train/Knight/00000099.jpg,2
00000100.jpg,2,train/Knight/00000100.jpg,2
00000101.jpg,2,train/Knight/00000101.jpg,2
00000106.jpg,2,train/Knight/00000106.jpg,2
00000109.jpg,2,train/Knight/00000109.jpg,2
00000112.jpg,2,train/Knight/00000112.jpg,2
00000113.jpg,2,train/Knight/00000113.jpg,2
00000114.jpg,2,train/Knight/00000114.jpg,2
00000116.png,2,train/Knight/00000116.png,2
00000118.jpg,2,train/Knight/00000118.jpg,2
00000120.jpg,2,train/Knight/00000120.jpg,2
00000122.jpg,2,train/Knight/00000122.jpg,2
00000123.jpg,2,train/Knight/00000123.jpg,2
00000125.jpg,2,train/Knight/00000125.jpg,2
00000126.png,2,train/Knight/00000126.png,2
00000128.jpg,2,train/Knight/00000128.jpg,2
00000133.jpg,2,train/Knight/00000133.jpg,2
00000134.jpg,2,train/Knight/00000134.jpg,2
00000137.jpg,2,train/Knight/00000137.jpg,2
00000141.jpg,2,train/Knight/00000141.jpg,2
00000142.jpg,2,train/Knight/00000142.jpg,2
00000145.jpg,2,train/Knight/00000145.jpg,2
00000169.jpg,2,train/Knight/00000169.jpg,2
00000170.png,2,train/Knight/00000170.png,2
00000173.jpg,2,train/Knight/00000173.jpg,2
00000177.jpg,2,train/Knight/00000177.jpg,2
00000197.jpg,2,train/Knight/00000197.jpg,2
00000198.png,2,train/Knight/00000198.png,2
00000000.jpg,3,train/Pawn/00000000.jpg,3
00000001.png,3,train/Pawn/00000001.png,3
00000002.jpg,3,train/Pawn/00000002.jpg,3
00000004.jpg,3,train/Pawn/00000004.jpg,3
00000005.jpg,3,train/Pawn/00000005.jpg,3
00000007.jpg,3,train/Pawn/00000007.jpg,3
00000010.jpg,3,train/Pawn/00000010.jpg,3
00000011.jpg,3,train/Pawn/00000011.jpg,3
00000012.jpg,3,train/Pawn/00000012.jpg,3
00000013.jpg,3,train/Pawn/00000013.jpg,3
00000014.png,3,train/Pawn/00000014.png,3
00000015.png,3,train/Pawn/00000015.png,3
00000016.jpg,3,train/Pawn/00000016.jpg,3
00000017.jpg,3,train/Pawn/00000017.jpg,3
00000019.jpg,3,train/Pawn/00000019.jpg,3
00000020.jpg,3,train/Pawn/00000020.jpg,3
00000021.fcgi,3,train/Pawn/00000021.fcgi,3
00000022.jpg,3,train/Pawn/00000022.jpg,3
00000025.png,3,train/Pawn/00000025.png,3
00000026.jpg,3,train/Pawn/00000026.jpg,3
00000027.png,3,train/Pawn/00000027.png,3
00000028.jpg,3,train/Pawn/00000028.jpg,3
00000029.jpg,3,train/Pawn/00000029.jpg,3
00000031.jpg,3,train/Pawn/00000031.jpg,3
00000032.jpg,3,train/Pawn/00000032.jpg,3
00000033.jpg,3,train/Pawn/00000033.jpg,3
00000035.jpg,3,train/Pawn/00000035.jpg,3
00000037.jpeg,3,train/Pawn/00000037.jpeg,3
00000039.jpg,3,train/Pawn/00000039.jpg,3
00000041.jpg,3,train/Pawn/00000041.jpg,3
00000042.png,3,train/Pawn/00000042.png,3
00000043.jpg,3,train/Pawn/00000043.jpg,3
00000048.jpg,3,train/Pawn/00000048.jpg,3
00000049.png,3,train/Pawn/00000049.png,3
00000055.jpg,3,train/Pawn/00000055.jpg,3
00000056.JPG,3,train/Pawn/00000056.JPG,3
00000057.jpg,3,train/Pawn/00000057.jpg,3
00000058.jpg,3,train/Pawn/00000058.jpg,3
00000059.jpg,3,train/Pawn/00000059.jpg,3
00000060.jpg,3,train/Pawn/00000060.jpg,3
00000063.jpg,3,train/Pawn/00000063.jpg,3
00000067.jpg,3,train/Pawn/00000067.jpg,3
00000069.jpg,3,train/Pawn/00000069.jpg,3
00000070.jpg,3,train/Pawn/00000070.jpg,3
00000071.jpg,3,train/Pawn/00000071.jpg,3
00000072.jpg,3,train/Pawn/00000072.jpg,3
00000073.jpg,3,train/Pawn/00000073.jpg,3
00000074.jpg,3,train/Pawn/00000074.jpg,3
00000078.jpg,3,train/Pawn/00000078.jpg,3
00000079.jpg,3,train/Pawn/00000079.jpg,3
00000080.png,3,train/Pawn/00000080.png,3
00000082.jpg,3,train/Pawn/00000082.jpg,3
00000083.jpg,3,train/Pawn/00000083.jpg,3
00000084.jpg,3,train/Pawn/00000084.jpg,3
00000085.jpg,3,train/Pawn/00000085.jpg,3
00000097.jpg,3,train/Pawn/00000097.jpg,3
00000099.jpg,3,train/Pawn/00000099.jpg,3
00000106.png,3,train/Pawn/00000106.png,3
00000107.jpg,3,train/Pawn/00000107.jpg,3
00000109.jpg,3,train/Pawn/00000109.jpg,3
00000110.jpg,3,train/Pawn/00000110.jpg,3
00000111.jpg,3,train/Pawn/00000111.jpg,3
00000112.jpg,3,train/Pawn/00000112.jpg,3
00000113.jpg,3,train/Pawn/00000113.jpg,3
00000114.jpg,3,train/Pawn/00000114.jpg,3
00000115.jpg,3,train/Pawn/00000115.jpg,3
00000116.jpg,3,train/Pawn/00000116.jpg,3
00000117.jpg,3,train/Pawn/00000117.jpg,3
00000119.png,3,train/Pawn/00000119.png,3
00000121.jpg,3,train/Pawn/00000121.jpg,3
00000122.jpg,3,train/Pawn/00000122.jpg,3
00000126.png,3,train/Pawn/00000126.png,3
00000133.jpg,3,train/Pawn/00000133.jpg,3
00000134.jpg,3,train/Pawn/00000134.jpg,3
00000135.jpg,3,train/Pawn/00000135.jpg,3
00000136.png,3,train/Pawn/00000136.png,3
00000137.jpg,3,train/Pawn/00000137.jpg,3
00000138.jpg,3,train/Pawn/00000138.jpg,3
00000139.jpg,3,train/Pawn/00000139.jpg,3
00000140.jpg,3,train/Pawn/00000140.jpg,3
00000141.jpg,3,train/Pawn/00000141.jpg,3
00000151.png,3,train/Pawn/00000151.png,3
00000152.jpg,3,train/Pawn/00000152.jpg,3
00000154.jpg,3,train/Pawn/00000154.jpg,3
00000171.jpg,3,train/Pawn/00000171.jpg,3
00000172.png,3,train/Pawn/00000172.png,3
00000174.jpg,3,train/Pawn/00000174.jpg,3
00000175.jpg,3,train/Pawn/00000175.jpg,3
00000196.jpg,3,train/Pawn/00000196.jpg,3
00000197.jpg,3,train/Pawn/00000197.jpg,3
00000199.jpg,3,train/Pawn/00000199.jpg,3
00000001.jpg,4,train/Queen/00000001.jpg,4
00000003.jpg,4,train/Queen/00000003.jpg,4
00000004.JPG,4,train/Queen/00000004.JPG,4
00000005.jpg,4,train/Queen/00000005.jpg,4
00000006.jpg,4,train/Queen/00000006.jpg,4
00000007.jpg,4,train/Queen/00000007.jpg,4
00000008.jpg,4,train/Queen/00000008.jpg,4
00000010.jpg,4,train/Queen/00000010.jpg,4
00000011.jpg,4,train/Queen/00000011.jpg,4
00000012.jpg,4,train/Queen/00000012.jpg,4
00000013.jpg,4,train/Queen/00000013.jpg,4
00000014.jpg,4,train/Queen/00000014.jpg,4
00000015.jpg,4,train/Queen/00000015.jpg,4
00000017.jpg,4,train/Queen/00000017.jpg,4
00000018.jpg,4,train/Queen/00000018.jpg,4
00000019.png,4,train/Queen/00000019.png,4
00000021.jpg,4,train/Queen/00000021.jpg,4
00000022.jpg,4,train/Queen/00000022.jpg,4
00000023.jpg,4,train/Queen/00000023.jpg,4
00000025.jpg,4,train/Queen/00000025.jpg,4
00000026.jpg,4,train/Queen/00000026.jpg,4
00000028.jpg,4,train/Queen/00000028.jpg,4
00000030.png,4,train/Queen/00000030.png,4
00000032.jpeg,4,train/Queen/00000032.jpeg,4
00000036.jpg,4,train/Queen/00000036.jpg,4
00000037.jpg,4,train/Queen/00000037.jpg,4
00000040.jpg,4,train/Queen/00000040.jpg,4
00000041.jpg,4,train/Queen/00000041.jpg,4
00000043.jpg,4,train/Queen/00000043.jpg,4
00000044.jpg,4,train/Queen/00000044.jpg,4
00000051.jpg,4,train/Queen/00000051.jpg,4
00000052.jpg,4,train/Queen/00000052.jpg,4
00000057.jpg,4,train/Queen/00000057.jpg,4
00000059.jpg,4,train/Queen/00000059.jpg,4
00000060.jpg,4,train/Queen/00000060.jpg,4
00000061.jpg,4,train/Queen/00000061.jpg,4
00000062.jpg,4,train/Queen/00000062.jpg,4
00000064.jpg,4,train/Queen/00000064.jpg,4
00000066.jpg,4,train/Queen/00000066.jpg,4
00000068.png,4,train/Queen/00000068.png,4
00000072.jpg,4,train/Queen/00000072.jpg,4
00000074.jpg,4,train/Queen/00000074.jpg,4
00000076.png,4,train/Queen/00000076.png,4
00000077.jpg,4,train/Queen/00000077.jpg,4
00000081.jpg,4,train/Queen/00000081.jpg,4
00000084.jpeg,4,train/Queen/00000084.jpeg,4
00000086.jpg,4,train/Queen/00000086.jpg,4
00000087.jpg,4,train/Queen/00000087.jpg,4
00000088.jpg,4,train/Queen/00000088.jpg,4
00000094.jpg,4,train/Queen/00000094.jpg,4
00000098.jpg,4,train/Queen/00000098.jpg,4
00000109.jpg,4,train/Queen/00000109.jpg,4
00000116.jpg,4,train/Queen/00000116.jpg,4
00000118.jpg,4,train/Queen/00000118.jpg,4
00000119.jpg,4,train/Queen/00000119.jpg,4
00000127.jpg,4,train/Queen/00000127.jpg,4
00000131.jpg,4,train/Queen/00000131.jpg,4
00000132.png,4,train/Queen/00000132.png,4
00000139.jpg,4,train/Queen/00000139.jpg,4
00000143.jpg,4,train/Queen/00000143.jpg,4
00000199.jpg,4,train/Queen/00000199.jpg,4
00000200.png,4,train/Queen/00000200.png,4
00000002.JPG,5,train/Rook/00000002.JPG,5
00000003.JPG,5,train/Rook/00000003.JPG,5
00000004.jpg,5,train/Rook/00000004.jpg,5
00000005.jpg,5,train/Rook/00000005.jpg,5
00000006.jpg,5,train/Rook/00000006.jpg,5
00000007.jpg,5,train/Rook/00000007.jpg,5
00000008.jpg,5,train/Rook/00000008.jpg,5
00000010.jpg,5,train/Rook/00000010.jpg,5
00000011.jpg,5,train/Rook/00000011.jpg,5
00000014.jpg,5,train/Rook/00000014.jpg,5
00000015.jpg,5,train/Rook/00000015.jpg,5
00000016.jpg,5,train/Rook/00000016.jpg,5
00000017.jpg,5,train/Rook/00000017.jpg,5
00000018.jpg,5,train/Rook/00000018.jpg,5
00000019.jpg,5,train/Rook/00000019.jpg,5
00000020.jpg,5,train/Rook/00000020.jpg,5
00000021.jpg,5,train/Rook/00000021.jpg,5
00000022.jpg,5,train/Rook/00000022.jpg,5
00000024.jpg,5,train/Rook/00000024.jpg,5
00000025.jpeg,5,train/Rook/00000025.jpeg,5
00000026.png,5,train/Rook/00000026.png,5
00000027.jpg,5,train/Rook/00000027.jpg,5
00000028.jpg,5,train/Rook/00000028.jpg,5
00000031.jpg,5,train/Rook/00000031.jpg,5
00000032.jpg,5,train/Rook/00000032.jpg,5
00000033.jpg,5,train/Rook/00000033.jpg,5
00000034.jpg,5,train/Rook/00000034.jpg,5
00000035.jpg,5,train/Rook/00000035.jpg,5
00000038.jpg,5,train/Rook/00000038.jpg,5
00000044.jpg,5,train/Rook/00000044.jpg,5
00000045.jpg,5,train/Rook/00000045.jpg,5
00000046.jpg,5,train/Rook/00000046.jpg,5
00000049.jpg,5,train/Rook/00000049.jpg,5
00000050.jpg,5,train/Rook/00000050.jpg,5
00000051.jpg,5,train/Rook/00000051.jpg,5
00000053.jpg,5,train/Rook/00000053.jpg,5
00000054.jpg,5,train/Rook/00000054.jpg,5
00000056.png,5,train/Rook/00000056.png,5
00000058.jpg,5,train/Rook/00000058.jpg,5
00000059.jpg,5,train/Rook/00000059.jpg,5
00000061.jpg,5,train/Rook/00000061.jpg,5
00000063.jpg,5,train/Rook/00000063.jpg,5
00000064.png,5,train/Rook/00000064.png,5
00000065.jpg,5,train/Rook/00000065.jpg,5
00000066.png,5,train/Rook/00000066.png,5
00000071.jpg,5,train/Rook/00000071.jpg,5
00000072.jpg,5,train/Rook/00000072.jpg,5
00000073.jpg,5,train/Rook/00000073.jpg,5
00000074.jpg,5,train/Rook/00000074.jpg,5
00000075.jpg,5,train/Rook/00000075.jpg,5
00000076.jpg,5,train/Rook/00000076.jpg,5
00000077.jpg,5,train/Rook/00000077.jpg,5
00000079.jpg,5,train/Rook/00000079.jpg,5
00000082.jpg,5,train/Rook/00000082.jpg,5
00000083.jpg,5,train/Rook/00000083.jpg,5
00000084.png,5,train/Rook/00000084.png,5
00000085.png,5,train/Rook/00000085.png,5
00000086.jpg,5,train/Rook/00000086.jpg,5
00000088.jpg,5,train/Rook/00000088.jpg,5
00000095.jpg,5,train/Rook/00000095.jpg,5
00000097.jpg,5,train/Rook/00000097.jpg,5
00000098.png,5,train/Rook/00000098.png,5
00000099.jpg,5,train/Rook/00000099.jpg,5
00000101.jpg,5,train/Rook/00000101.jpg,5
00000102.jpg,5,train/Rook/00000102.jpg,5
00000103.png,5,train/Rook/00000103.png,5
00000107.jpg,5,train/Rook/00000107.jpg,5
00000112.jpg,5,train/Rook/00000112.jpg,5
00000113.jpg,5,train/Rook/00000113.jpg,5
00000114.jpg,5,train/Rook/00000114.jpg,5
00000116.jpg,5,train/Rook/00000116.jpg,5
00000117.jpg,5,train/Rook/00000117.jpg,5
00000118.jpg,5,train/Rook/00000118.jpg,5
00000119.jpg,5,train/Rook/00000119.jpg,5
00000120.jpg,5,train/Rook/00000120.jpg,5
00000121.jpg,5,train/Rook/00000121.jpg,5
00000124.png,5,train/Rook/00000124.png,5
00000125.jpg,5,train/Rook/00000125.jpg,5
00000127.jpg,5,train/Rook/00000127.jpg,5
00000130.jpeg,5,train/Rook/00000130.jpeg,5
00000131.jpg,5,train/Rook/00000131.jpg,5
00000132.jpg,5,train/Rook/00000132.jpg,5
00000135.jpg,5,train/Rook/00000135.jpg,5
00000136.jpg,5,train/Rook/00000136.jpg,5
00000177.JPG,5,train/Rook/00000177.JPG,5
00000179.png,5,train/Rook/00000179.png,5
00000167.jpg,0,train/Bishop/00000167.jpg,0
00000168.jpg,0,train/Bishop/00000168.jpg,0
00000169.jpg,0,train/Bishop/00000169.jpg,0
00000174.jpg,0,train/Bishop/00000174.jpg,0
00000175.jpg,0,train/Bishop/00000175.jpg,0
00000177.jpg,0,train/Bishop/00000177.jpg,0
00000178.jpg,0,train/Bishop/00000178.jpg,0
00000182.jpg,0,train/Bishop/00000182.jpg,0
00000186.jpg,0,train/Bishop/00000186.jpg,0
00000188.jpg,0,train/Bishop/00000188.jpg,0
00000189.jpg,0,train/Bishop/00000189.jpg,0
00000192.jpg,0,train/Bishop/00000192.jpg,0
00000193.jpg,0,train/Bishop/00000193.jpg,0
00000194.jpg,0,train/Bishop/00000194.jpg,0
00000195.jpg,0,train/Bishop/00000195.jpg,0
00000199.jpg,0,train/Bishop/00000199.jpg,0
00000139.fcgi,1,train/King/00000139.fcgi,1
00000142.jpg,1,train/King/00000142.jpg,1
00000144.jpg,1,train/King/00000144.jpg,1
00000145.png,1,train/King/00000145.png,1
00000146.jpg,1,train/King/00000146.jpg,1
00000148.png,1,train/King/00000148.png,1
00000150.png,1,train/King/00000150.png,1
00000166.png,1,train/King/00000166.png,1
00000167.jpg,1,train/King/00000167.jpg,1
00000172.jpg,1,train/King/00000172.jpg,1
00000173.jpg,1,train/King/00000173.jpg,1
00000175.jpg,1,train/King/00000175.jpg,1
00000192.jpg,1,train/King/00000192.jpg,1
00000194.jpg,1,train/King/00000194.jpg,1
00000197.jpg,1,train/King/00000197.jpg,1
00000199.jpg,1,train/King/00000199.jpg,1
00000146.jpg,2,train/Knight/00000146.jpg,2
00000149.jpg,2,train/Knight/00000149.jpg,2
00000154.jpg,2,train/Knight/00000154.jpg,2
00000155.jpg,2,train/Knight/00000155.jpg,2
00000160.webp,2,train/Knight/00000160.webp,2
00000162.jpg,2,train/Knight/00000162.jpg,2
00000165.jpg,2,train/Knight/00000165.jpg,2
00000179.jpg,2,train/Knight/00000179.jpg,2
00000181.jpg,2,train/Knight/00000181.jpg,2
00000186.jpg,2,train/Knight/00000186.jpg,2
00000187.jpg,2,train/Knight/00000187.jpg,2
00000188.png,2,train/Knight/00000188.png,2
00000190.jpg,2,train/Knight/00000190.jpg,2
00000192.jpg,2,train/Knight/00000192.jpg,2
00000196.jpg,2,train/Knight/00000196.jpg,2
00000197.jpg,2,train/Knight/00000197.jpg,2
00000198.png,2,train/Knight/00000198.png,2
00000156.png,3,train/Pawn/00000156.png,3
00000157.jpg,3,train/Pawn/00000157.jpg,3
00000161.jpg,3,train/Pawn/00000161.jpg,3
00000163.png,3,train/Pawn/00000163.png,3
00000166.jpg,3,train/Pawn/00000166.jpg,3
00000167.png,3,train/Pawn/00000167.png,3
00000169.jpg,3,train/Pawn/00000169.jpg,3
00000170.jpg,3,train/Pawn/00000170.jpg,3
00000176.jpg,3,train/Pawn/00000176.jpg,3
00000177.jpg,3,train/Pawn/00000177.jpg,3
00000178.jpg,3,train/Pawn/00000178.jpg,3
00000180.jpg,3,train/Pawn/00000180.jpg,3
00000182.jpg,3,train/Pawn/00000182.jpg,3
00000183.jpg,3,train/Pawn/00000183.jpg,3
00000192.jpg,3,train/Pawn/00000192.jpg,3
00000193.jpg,3,train/Pawn/00000193.jpg,3
00000144.png,4,train/Queen/00000144.png,4
00000151.jpg,4,train/Queen/00000151.jpg,4
00000162.jpg,4,train/Queen/00000162.jpg,4
00000167.jpg,4,train/Queen/00000167.jpg,4
00000170.php,4,train/Queen/00000170.php,4
00000173.jpg,4,train/Queen/00000173.jpg,4
00000182.jpg,4,train/Queen/00000182.jpg,4
00000193.jpg,4,train/Queen/00000193.jpg,4
00000195.jpg,4,train/Queen/00000195.jpg,4
00000196.jpg,4,train/Queen/00000196.jpg,4
00000204.jpg,4,train/Queen/00000204.jpg,4
00000214.jpg,4,train/Queen/00000214.jpg,4
00000219.jpg,4,train/Queen/00000219.jpg,4
00000221.jpg,4,train/Queen/00000221.jpg,4
00000232.jpg,4,train/Queen/00000232.jpg,4
00000279.jpg,4,train/Queen/00000279.jpg,4
00000142.jpg,5,train/Rook/00000142.jpg,5
00000145.jpg,5,train/Rook/00000145.jpg,5
00000147.jpg,5,train/Rook/00000147.jpg,5
00000159.jpg,5,train/Rook/00000159.jpg,5
00000160.jpg,5,train/Rook/00000160.jpg,5
